seed,dimension,time_afw,solution_afw,termination_afw
1,50,1800.294,1.7912657405623136,Time limit reached
2,50,545.912,4.622262909488774,OPTIMAL
2,50,550.16,4.622262909488774,OPTIMAL
3,50,1800.277,-1.4534103204403683,Time limit reached
3,50,1801.173,-1.4534103204403683,Time limit reached
4,50,986.751,5.985565030656842,OPTIMAL
4,50,982.939,5.985565030656842,OPTIMAL
5,50,207.94,9.980080860931746,OPTIMAL
5,50,207.383,9.980080860931746,OPTIMAL
6,50,130.844,-64.2721409608989,OPTIMAL
6,50,128.946,-64.2721409608989,OPTIMAL
7,50,385.964,4.82154724578178,OPTIMAL
7,50,384.183,4.82154724578178,OPTIMAL
1,20,10.896,1.2658745372323663,OPTIMAL
2,20,59.89,-4.930225190397363,OPTIMAL
3,20,36.405,1.4037574423466936,OPTIMAL
4,20,49.209,0.5686080969010998,OPTIMAL
5,20,172.177,-2.3615473444687503,OPTIMAL
6,20,3.512,-8.917010648707457,OPTIMAL
7,20,12.435,2.4385252917781446,OPTIMAL
1,25,45.55,3.064385575894592,OPTIMAL
2,25,31.432,3.577052275587004,OPTIMAL
3,25,92.654,2.2152637314483545,OPTIMAL
4,25,35.658,7.003511052171426,OPTIMAL
5,25,313.803,-6.582704719193822,Optimal (tree empty)
6,25,28.654,5.274775664864363,OPTIMAL
7,25,20.587,3.910201133873616,OPTIMAL
1,30,60.014,5.523682232067458,OPTIMAL
2,30,19.252,7.035181744964532,OPTIMAL
3,30,75.367,1.323910728602376,OPTIMAL
4,30,23.919,5.641999694466306,OPTIMAL
5,30,45.819,5.946586837571959,OPTIMAL
6,30,79.185,6.3330059909113245,OPTIMAL
7,30,1705.39,-6.858855252879609,OPTIMAL
1,35,55.126,6.514563951553402,OPTIMAL
2,35,228.594,2.1412733647313287,OPTIMAL
3,35,74.502,6.913338934161181,OPTIMAL
4,35,142.656,3.056180406502043,OPTIMAL
5,35,433.704,1.2883581448262902,OPTIMAL
6,35,522.216,-0.5540655212899406,OPTIMAL
7,35,619.876,0.848113097447935,OPTIMAL
1,40,49.108,6.668905686660359,OPTIMAL
2,40,200.695,10.366094011721161,OPTIMAL
3,40,191.309,6.981144660277266,OPTIMAL
4,40,53.421,9.881754761554713,OPTIMAL
5,40,62.17,6.165277011653874,OPTIMAL
6,40,1800.335,0.7325766126645119,Time limit reached
7,40,170.479,6.817786289214361,OPTIMAL
1,45,1800.352,3.2623219447755982,Time limit reached
2,45,1800.19,-0.9426863763276785,Time limit reached
3,45,1800.043,0.02527967492143013,Time limit reached
4,45,70.684,10.701337940556193,OPTIMAL
5,45,1800.978,3.6037121380656183,Time limit reached
6,45,101.781,5.495402245983364,OPTIMAL
7,45,202.482,12.62718452571226,OPTIMAL
1,50,1800.63,1.7912657405623136,Time limit reached
2,50,443.512,4.622262909488774,OPTIMAL
3,50,1800.854,-1.143140026070542,Time limit reached
4,50,832.236,5.985565030656842,OPTIMAL
5,50,158.505,9.980080860931746,OPTIMAL
6,50,55.949,-63.93322487815951,OPTIMAL
7,50,371.111,4.82154724578178,OPTIMAL
