seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,3.9094341493959064,0.0077880868764939335,3,19,Time limit reached,2311.207
1,5,-496.4583624786399,8.955028875905896,0.01803782462480161,3,9,Time limit reached,1913.902
1,6,-485.5407587930873,5.9352960074705265,0.012224094270116356,3,32,Time limit reached,1952.096
1,7,-475.91426983362254,7.757495199852997,0.016300194576147047,3,25,Time limit reached,2016.068
1,8,-470.9310220831441,12.289518344241571,0.026096217424537865,3,20,Time limit reached,2016.771
2,4,-505.8780881861788,5.226265234123048,0.010331076510670334,3,26,Time limit reached,1885.924
2,5,-543.7924584375728,4.572983147815421,0.0084094273042229,3,19,Time limit reached,2233.454
2,6,-476.5735179166229,6.734909609622662,0.01413194262044779,3,29,Time limit reached,1919.102
2,7,-466.26739774702844,10.481348567183659,0.022479265369675865,3,12,Time limit reached,2001.567
2,8,-448.3903978779525,11.222887977364337,0.025029278125663825,3,28,Time limit reached,1879.075
3,4,-482.39674582137786,3.066294821331155,0.0063563754272640645,3,31,Time limit reached,2181.288
3,5,-492.7137659643789,3.9035818317739768,0.007922615728289168,3,19,Time limit reached,2461.154
3,6,-508.8601833257553,5.436609558449163,0.010683896552717365,3,25,Time limit reached,1963.857
3,7,-457.58825120820745,11.307001404012794,0.024709990639309464,3,22,Time limit reached,1948.812
3,8,-433.40142236741144,9.209587143602107,0.021249554496834987,3,27,Time limit reached,2093.263
