seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
3,3,Inf,0.7,17,192.0,7968000,-0.0005070158455257662,0.046812133556004554,31.0,3,14,3,0
3,3,Inf,0.7,17,192.0,7968000,-0.0005070158455257662,0.046812133556004554,50.0,5,27,2,1
3,3,Inf,0.7,17,192.0,7968000,-0.00048236021226018895,0.046812133556004554,66.0,7,37,2,1
3,3,Inf,0.7,17,192.0,7968000,-0.00048236021226018895,0.046812133556004554,103.0,7,42,2,2
3,3,Inf,0.7,17,192.0,7968000,-0.0003048725927329041,3.592445808147546e-7,118.0,9,53,3,0
3,3,Inf,0.7,17,192.0,7968000,-0.0003048725927329041,3.592445808147546e-7,123.0,11,62,1,0
3,3,Inf,0.7,17,192.0,7968000,-0.00027125150956647937,3.592445808147546e-7,134.0,13,71,1,0
3,3,Inf,0.7,17,192.0,7968000,-0.00027125150956647937,5.301380528733229e-8,137.0,15,74,1,0
3,3,Inf,0.7,17,192.0,7968000,-0.00021669907362854526,5.301380528733229e-8,142.0,15,82,4,1
3,3,Inf,0.7,17,192.0,7968000,-0.00021669907362854526,5.301380528733229e-8,150.0,15,91,4,1
3,3,Inf,0.7,17,192.0,7968000,-0.00015543588808049265,5.301380528733229e-8,153.0,15,93,2,1
3,3,Inf,0.7,17,192.0,7968000,-0.00015543588808049265,5.301380528733229e-8,159.0,17,101,1,0
3,3,Inf,0.7,17,192.0,7968000,-0.00015543588808049265,5.301380528733229e-8,166.0,17,107,2,2
3,3,Inf,0.7,17,192.0,7968000,-0.00015543588808049265,6.67137902354714e-9,169.0,17,113,2,0
3,3,Inf,0.7,17,192.0,7968000,-0.00011867306946540028,6.67137902354714e-9,173.0,17,119,2,1
3,3,Inf,0.7,17,192.0,7968000,-0.00011867306946540028,6.67137902354714e-9,178.0,17,127,2,1
3,3,Inf,0.7,17,192.0,7968000,-2.4548153540513714e-5,1.0510602787676911e-10,181.0,17,129,2,0
