seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-10.52163726099156,0.0962664969862086,0.009149383750674601,21,186,Optimal (tolerance reached),10.468
1,5,-6.753903222760302,0.06587981891160322,0.009754332678263979,449,3869,Optimal (tolerance reached),38.959
1,6,-6.609683524031659,0.06606041698300835,0.009994490166257457,3797,47959,Optimal (tolerance reached),299.795
1,7,-11.690896291367242,0.11641282603890524,0.00995756211821556,517,4852,Optimal (tolerance reached),46.899
1,8,-1.0950438989627638,0.010429731824702415,0.009524487406013183,1707,25069,Optimal (tolerance reached),179.514
2,4,-12.460514291879214,0.10325677234597386,0.008286718343019639,9,85,Optimal (tolerance reached),9.628
2,5,-14.615935365134433,0.14276239038128402,0.009767584955379346,409,3581,Optimal (tolerance reached),38.823
2,6,-9.3975879978104,0.0927728598713582,0.009871986289777111,259,2902,Optimal (tolerance reached),32.575
2,7,-4.4232888423304235,0.04405304680369504,0.00995934210357503,1903,25513,Optimal (tolerance reached),185.738
2,8,-10.365833529843716,0.10354293766067002,0.009988867500386253,2779,37046,Optimal (tolerance reached),251.393
3,4,-9.927340542531098,0.09873842131560018,0.009946110027411793,73,555,Optimal (tolerance reached),13.119
3,5,-10.77493717608612,0.10522815603543023,0.009766011097398643,441,4284,Optimal (tolerance reached),41.223
3,6,-3.432676370603183,0.03385298244045831,0.009861979046544879,563,7568,Optimal (tolerance reached),62.428
3,7,-5.729822203312294,0.05708852461995573,0.009963402457227034,2123,27782,Optimal (tolerance reached),192.28
3,8,-0.9868809399417389,0.44129604905975217,0.44716239943371927,22899,323647,Time limit reached,1801.44
